District Name,District Number,Year,elem_nutr_gen_atm,mid_nutr_gen_atm,elem_nutr_bkfst,mid_nutr_bkfst,elem_nutr_lunch,mid_nutr_lunch,elem_nutr_a_la_carte,mid_nutr_a_la_carte,elem_nutr_vend,mid_nutr_vend,elem_nutr_sch_store,mid_nutr_sch_store,elem_nutr_sch_day,mid_nutr_sch_day,elem_nutr_aft_sch_prog,mid_nutr_aft_sch_prog,elem_ne_gen_guide_and_class,mid_ne_gen_guide_and_class,elem_ne_cafeteria,mid_ne_cafeteria,elem_ne_events_dur_sch_day,mid_ne_events_dur_sch_day,elem_ne_aft_sch_prog,mid_ne_aft_sch_prog,elem_ne_fam_comm,mid_ne_fam_comm,elem_ne_staff_well,mid_ne_staff_well,elem_pa_gen_guide_pe_class,mid_pa_gen_guide_pe_class,elem_pa_thru_day,mid_pa_thru_day,elem_pa_punish,mid_pa_punish,elem_pa_recess,mid_pa_recess,elem_pa_bef_aft_sch,mid_pa_bef_aft_sch,elem_pa_fam_comm,mid_pa_fam_comm,3_mean_edfa_ela,3_mean_edfa_math,4_mean_edfa_ela,4_mean_edfa_math,5_mean_edfa_ela,5_mean_edfa_math,6_mean_edfa_ela,6_mean_edfa_math,7_mean_edfa_ela,7_mean_edfa_math,8_mean_edfa_ela,8_mean_edfa_math,three_mean_ela2011,three_mean_math2011,four_mean_ela2011,four_mean_math2011,five_mean_ela2011,five_mean_math2011,six_mean_ela2011,six_mean_math2011,seven_mean_ela2011,seven_mean_math2011,eight_mean_ela2011,eight_mean_math2011,three_ela_change,three_math_change,four_ela_change,four_math_change,five_ela_change,five_math_change,six_ela_change,six_math_change,seven_ela_change,seven_math_change,eight_ela_change,eight_math_change
Little River,444,2010,B+,B+,A,A,E-,E,,,,E-,,,A+,A+,,,A,A+,E,E,B+,B+,,,A+,A+,A+,A+,B,A-,E-,E-,B+,B+,E-,,E,E,E,E,-0.035594188,0.37421948,,,0.084018536,-0.018544938,0.16052556,0.35034478,0.41158557,0.80805039,0.5920794,-0.11555771,0.41820523,0.53921372,-0.17921662,0.25223991,,,0.219868,0.073881321,0.28671941,0.18282162,0.34844413,-0.069029033,0.453799418,0.16499424,-0.17921662,0.25223991,-0.084018536,0.018544938,0.05934244,-0.276463459,-0.12486616,-0.62522877,-0.24363527,0.046528677
Louisburg,416,2010,B+,B+,E+,E+,E+,E+,E,,E+,E+,,,A+,A,E+,E+,A+,A+,E+,E+,E+,A+,A+,A+,E+,A,E+,E+,A+,A-,E+,E,B+,B+,E-,,E+,E+,E-,E-,0.30669287,0.32975414,0.16408569,0.11754134,0.39675552,0.35885704,0.44536281,0.24100144,0.4674767,0.19004364,0.51578081,0.41296697,0.22354454,0.12373258,0.060076244,0.11401808,0.17123492,0.10028203,0.65865165,0.25835738,0.54406077,0.55110061,0.33547828,0.6669299,-0.08314833,-0.20602156,-0.104009446,-0.00352326,-0.2255206,-0.25857501,0.21328884,0.01735594,0.07658407,0.36105697,-0.18030253,0.25396293
Lyndon,421,2010,B+,B+,A+,A+,A+,A+,,A,A-,A-,,,B+,B+,,,E+,E+,B+,B+,B+,B+,B+,,B+,B+,B+,B+,A+,E-,E-,E-,B+,B+,A+,,E-,E-,A+,A+,-0.12335787,0.005331832,-0.099611595,-0.25497645,0.17744982,0.19482018,-0.25170386,0.06200416,-0.012588192,0.46413356,0.1006124,0.20119086,0.088416487,0.23321497,0.16654068,0.10518259,-0.036780413,0.12524694,0.074006885,-0.15778403,0.2614814,0.23264474,0.017826336,0.31136578,0.211774357,0.227883138,0.266152275,0.36015904,-0.214230233,-0.06957324,0.325710745,-0.21978819,0.274069592,-0.23148882,-0.082786064,0.11017492
Lyons,405,2010,,,E-,E,,,,,,,,,A-,A-,A+,A+,B,B+,B+,B+,B-,B+,,,B-,B-,B+,B+,B,A-,E-,E-,B+,B+,B+,,E,E,A+,A+,0.078291826,0.50803334,0.11231477,0.1226168,0.27569288,0.31564927,-0.31695205,-0.4730956,0.075413063,-0.001374841,0.069853336,-0.005899892,0.085600697,0.035322446,0.15718752,0.30571115,0.33352712,0.36566693,0.40616536,0.01550154,-0.19207861,-0.3130157,0.15589431,-0.25816339,0.007308871,-0.472710894,0.04487275,0.18309435,0.05783424,0.05001766,0.72311741,0.48859714,-0.267491673,-0.311640859,0.086040974,-0.252263498
Macksville,351,2010,B+,B+,E,E,E-,E-,,,,E,,E+,A,A+,,,A,A,E,E,E+,E+,,,E,E,E,E,A-,B,E,E,B,B,E-,,,,E-,E-,-0.11398485,0.28553602,-0.35458532,-0.19484425,0.36952269,0.45408618,-0.53510135,-0.40523964,-0.3601383,-0.51896924,-0.33542782,-0.39583793,-0.26993012,-0.23352797,0.56704688,0.1430167,-0.32651511,-0.28670377,0.22938107,0.062580667,-0.20318326,-0.026748929,-0.026209144,-0.19279197,-0.15594527,-0.51906399,0.9216322,0.33786095,-0.6960378,-0.74078995,0.76448242,0.467820307,0.15695504,0.492220311,0.309218676,0.20304596
Madison-Virgil,386,2010,B+,B+,E+,E+,E-,E-,,E,B-,A-,,,A+,E-,,,A+,A+,E-,A+,A+,A,,,E-,E-,E,E,A-,E+,E+,E-,B,B+,A+,,E-,E,E-,E-,,,,,-0.31760517,0.17669021,,,,,-0.34645376,0.38534704,,,,,,,-0.34847099,-0.08907456,,,,,0,0,0,0,0.31760517,-0.17669021,-0.34847099,-0.08907456,0,0,0.34645376,-0.38534704
Maize,266,2010,B+,B+,E,E,A+,A+,,E,,A,,,A-,A-,,,A-,A,A,A,E+,E+,,,A,A,E+,E+,A-,B+,E-,E-,B+,B+,E-,,,,B+,A+,0.33670452,0.37209088,0.25940537,0.26603138,0.15061536,0.19139719,0.23693873,0.39652523,0.37964755,0.11195942,0.31194806,0.23427005,0.2219785,0.3816472,0.23083414,0.30257776,0.098211795,0.26484889,0.38930526,0.38280824,0.37451842,0.13115612,0.42497063,0.29949421,-0.11472602,0.00955632,-0.02857123,0.03654638,-0.052403565,0.0734517,0.15236653,-0.01371699,-0.00512913,0.0191967,0.11302257,0.06522416
Manhattan,383,2010,B+,B+,E-,E,E-,E,E,E,,A+,B+,A-,A-,A-,E+,,A-,A-,E,E,E,E,A-,,E,E,E+,E+,B,B+,E,E-,B+,B+,E-,,E-,E,E-,E-,0.000196219,-0.064307943,0.15190288,-0.015317767,0.10609324,-0.10963664,0.28353381,0.27199134,0.28535664,0.38154596,0.040927321,0.22543541,0.11181053,0.2400582,0.12672544,-0.018420219,0.2147935,0.11061368,0.2808325,0.32842064,0.28838757,0.3726064,0.19489002,0.21103683,0.111614311,0.304366143,-0.02517744,-0.003102452,0.10870026,0.22025032,-0.00270131,0.0564293,0.00303093,-0.00893956,0.153962699,-0.01439858
Marais Des Cygnes Valley,456,2010,B+,B+,A+,E-,A+,E-,,,A-,E-,,,E-,A+,,,A,A,A+,A+,E-,E-,,,B+,B+,E,E,A+,E-,E+,E-,B+,B+,E,,E-,E,E-,E-,-0.17434381,-0.26813635,,,,,,,-0.38111985,-0.002401727,-0.20077255,-0.032575931,0.97094035,0.28105345,0.1064527,0.22027299,,,,,,,-0.4335469,-0.14671728,1.14528416,0.5491898,0.1064527,0.22027299,0,0,0,0,0.38111985,0.002401727,-0.23277435,-0.114141349
Marion,408,2010,B+,B+,E,E,E-,E-,,,,A+,,,A,A-,,,A-,A-,A,A-,E-,B+,,,A-,B+,E+,E-,A+,A-,E-,E-,B+,B+,E-,,E+,,E-,A+,0.28904924,0.060631007,0.19539608,0.17639901,0.27598277,0.26082948,0.16328152,0.14217824,-0.13571194,0.28100777,0.19224969,0.43908104,-0.022737663,0.069817536,0.16753384,0.34665826,0.014818959,-0.23084302,0.46466482,0.3329004,0.044143002,0.26642159,-0.14761418,0.13903967,-0.311786903,0.009186529,-0.02786224,0.17025925,-0.261163811,-0.4916725,0.3013833,0.19072216,0.179854942,-0.01458618,-0.33986387,-0.30004137
Marmaton Valley,256,2010,B+,B+,E,E,E-,E-,,E-,,E-,,,A,A,,,B+,B+,A-,A+,A,A+,,,A+,A+,B+,B+,B,A-,A+,B+,B+,B+,E-,,E-,A+,A+,A+,-0.16117176,-0.3565636,-0.42392218,-0.53499097,-0.45436433,-0.1257108,-0.027472138,0.006971255,-0.2607803,0.1576428,-0.018381227,-0.048242263,-0.6678223,-0.62968892,-0.13211352,0.082449153,-0.096059978,-0.16246626,-0.22675326,0.13143812,-0.018757142,0.35103041,-0.031496257,0.30512622,-0.50665054,-0.27312532,0.29180866,0.617440123,0.358304352,-0.03675546,-0.199281122,0.124466865,0.242023158,0.19338761,-0.01311503,0.353368483
Marysville,364,2010,B+,B,A+,A+,A,A,,E,,B+,,,A-,A-,,,A,A,E,E,B+,B+,,,A+,A+,E-,E-,A-,E-,E+,E,B+,B+,A+,,B+,B+,A+,A+,-0.45562455,-0.39926308,0.053375058,0.050503213,-0.63250571,-0.31586444,-0.061255313,0.29142568,0.10031881,0.002803413,-0.22215411,-0.36262181,0.38487259,0.17207365,0.11994231,0.029352039,0.14697814,0.18110079,0.21814588,0.31598687,0.067467988,0.19320624,0.099652939,-0.1647996,0.84049714,0.57133673,0.066567252,-0.021151174,0.77948385,0.49696523,0.279401193,0.02456119,-0.032850822,0.190402827,0.321807049,0.19782221
McLouth,342,2010,B+,B+,E-,E-,A+,A+,,,A+,A+,,,A-,A-,A+,,A,B,B+,B+,B+,B+,B+,B-,B-,B-,,,B+,A,B+,B+,B+,B+,B+,,,,B+,B+,-0.26360029,-0.38115802,0.042328969,0.26501223,-0.1848774,-0.42228946,-0.1207485,-0.47189042,0.043824397,0.019996386,-0.26007062,-0.006748773,0.01236044,-0.071261913,-0.21051963,-0.14574152,-0.21799584,-0.43857574,-0.20194373,-0.40282109,-0.30568269,-0.67302907,-0.018907461,-0.074322954,0.27596073,0.309896107,-0.252848599,-0.41075375,-0.03311844,-0.01628628,-0.08119523,0.06906933,-0.349507087,-0.693025456,0.241163159,-0.067574181
McPherson,418,2010,B+,B+,E,E,A,A,,E-,,E,,,A-,A-,,,E-,B+,E-,A,A+,A,,,E-,A+,E,E,A+,B,E,E,B,B,E-,,E-,E,E-,E-,0.057756551,0.015599143,-0.029872835,-0.20109989,-0.030468453,0.045454428,-0.072652288,-0.25538713,0.091533802,-0.082529701,0.065094925,0.13356397,-0.068280213,-0.04384933,-0.14699169,-0.27339703,-0.24180995,-0.42025813,-1.1761409,-0.98713857,-1.2248278,-0.92304218,-1.0942814,-0.90570259,-0.126036764,-0.059448473,-0.117118855,-0.07229714,-0.211341497,-0.465712558,-1.103488612,-0.73175144,-1.316361602,-0.840512479,-1.159376325,-1.03926656
Meade,226,2010,B+,B+,A+,A+,A-,A-,,,B+,B+,,,A+,A+,E+,,A-,A-,E-,E-,E,E,,,E-,E-,E,E,B+,B+,E,E,B+,B+,A+,,E,E+,E-,E-,0.88986015,0.65595526,1.0993726,0.60973346,0.38509327,-0.003526166,0.30524954,-0.093292549,0.053813148,-0.26549697,0.26899776,0.43570495,1.0963367,0.22717501,0.88682938,0.46899921,0.097811535,-0.18679084,0.29118168,-0.025022862,-0.18961306,-0.1000631,-0.073225021,-0.010742314,0.20647655,-0.42878025,-0.21254322,-0.14073425,-0.287281735,-0.183264674,-0.01406786,0.068269687,-0.243426208,0.16543387,-0.342222781,-0.446447264
Minneola,219,2010,B+,B+,E-,E-,A,A,E+,E+,B+,B+,,,A-,A-,A+,A+,B+,B+,A-,A-,B+,B+,E,E,A-,B,E+,E+,A+,E+,E+,E,B+,B+,E+,,E,E-,E-,A+,0.5449146,0.077279031,,,0.29369807,-0.021069288,0.4376114,0.582766,0.27269235,0.5355978,,,0.23831591,-0.078664929,,,,,0.21874899,0.13595968,0.57972622,0.59801596,0.41946352,0.43783963,-0.30659869,-0.15594396,0,0,-0.29369807,0.021069288,-0.21886241,-0.44680632,0.30703387,0.06241816,0.41946352,0.43783963
Mission Valley,330,2010,B+,B+,A+,A+,,,A+,A+,,,,,A,A,E+,,A,A,A,A,E+,E+,B+,B+,E-,E-,E+,E+,A-,A-,E-,E-,B,B,E-,,E,E,E,E,-0.29781145,-0.62247097,-0.20148762,-0.23600186,0.075410828,-0.23099098,-0.11025701,-0.40859747,-0.024852701,0.18784547,0.049748942,0.21329069,-0.063616678,-0.35645729,-0.062504038,0.19629472,-0.42456675,-0.49009469,-0.038308449,-0.64893115,-0.097148687,0.10252258,-0.19072527,0.11170353,0.234194772,0.26601368,0.138983582,0.43229658,-0.499977578,-0.25910371,0.071948561,-0.24033368,-0.072295986,-0.08532289,-0.240474212,-0.10158716
Morris County,417,2010,B+,B+,E,E-,A-,A-,,,E+,E+,A+,A+,A,A,E+,E+,B+,B+,A+,A+,E+,B-,B+,,B+,B+,A,A,B+,B,E+,E-,B,B+,A+,,E+,E+,E-,E-,0.041049425,0.12064038,0.043068081,-0.070119374,0.069380544,0.20001934,0.33350649,0.24582036,0.2377685,0.025223318,0.1985217,0.36307129,-0.063358039,-0.1395793,0.013196457,-0.017860113,0.044713341,0.051998973,0.24130484,-0.007911323,0.36685964,0.36114958,0.059362058,0.070446745,-0.104407464,-0.26021968,-0.029871624,0.052259261,-0.024667203,-0.148020367,-0.09220165,-0.253731683,0.12909114,0.335926262,-0.139159642,-0.292624545
Moscow Public Schools,209,2010,B+,B+,E,E,E+,E+,,,B+,,,,A-,B+,,,A-,A-,E+,E+,E+,E+,,,E,E,E,E,A-,A+,E,E,B,B,E-,,,,E,E,,,,,,,,,-0.38667804,-0.14258076,,,,,,,,,,,,,-0.17162502,0.026996534,0,0,0,0,0,0,0,0,0.38667804,0.14258076,-0.17162502,0.026996534
Moundridge,423,2010,B+,B+,A+,A+,B+,B+,,,,,,,B,B+,,,A-,A,A,B+,B+,B+,,,A,A,E,E,A-,A-,B+,B+,A,A,E-,,E,E,A+,A+,0.28647387,-0.042972393,0.75986993,0.78843319,0.39360401,0.51742345,-0.07298182,0.40172997,0.1532906,0.24390386,-0.040486444,0.25406295,0.20687306,0.40749246,-0.1163177,-0.38703912,0.25642425,0.26553309,0.11327025,-0.009684974,-0.097379997,-0.13518126,0.06994234,0.046445459,-0.07960081,0.450464853,-0.87618763,-1.17547231,-0.13717976,-0.25189036,0.18625207,-0.411414944,-0.250670597,-0.37908512,0.110428784,-0.207617491
Mulvane,263,2010,B+,B+,A+,A+,A-,A+,,E-,,A+,,,A-,A-,,,B+,B+,E,A-,B+,B+,,,B+,B+,E,E,B,B+,E-,A+,B+,B+,E-,,,E,A+,A+,-0.16376612,0.068067357,0.13492002,0.41417953,-0.098181613,-0.079647847,0.15295944,0.027585091,0.059202522,0.073304959,0.061784048,0.27185446,0.16366063,0.15833172,0.046652898,0.29423046,0.1292139,-0.012920196,-0.040776331,0.062291656,0.2618691,0.102654,0.012969369,0.18741477,0.32742675,0.090264363,-0.088267122,-0.11994907,0.227395513,0.066727651,-0.193735771,0.034706565,0.202666578,0.029349041,-0.048814679,-0.08443969
Nemaha Valley Schools,442,2010,B+,B+,E,E,A+,A+,,,,,,,A,A,,,E,A,E,E,E,E,,,E+,E+,E,E,B,B+,E+,E,B,B+,E-,,A+,A+,E,E,-0.056645013,0.51790375,0.84380603,1.2894537,0.35577822,0.46497935,-0.11189601,0.37294599,0.2304678,0.87604952,0.76472288,0.74705809,0.18848005,0.64155549,-0.01284899,0.16952503,0.53778273,0.49170113,0.14585878,0.33812195,0.3217696,0.49460492,0.13485074,0.80809206,0.245125063,0.12365174,-0.85665502,-1.11992867,0.18200451,0.02672178,0.25775479,-0.03482404,0.0913018,-0.3814446,-0.62987214,0.06103397
Neodesha,461,2010,B+,B+,E-,E-,A,A,,,,B+,,,A,B+,,,B,B,B+,B+,B+,B+,,,B,B-,A,A,B,B+,A,B+,B,B,A+,,E,E-,B,B,0.27027327,0.63122714,-0.067871012,-0.43875128,-0.003835025,0.2443223,0.17590895,-0.19419307,-0.14024237,0.42868233,-0.21427684,-0.12212612,0.16355947,0.20693111,0.042923175,-0.35321268,-0.1064301,-0.10787697,0.22851321,0.33157125,0.005281959,0.44145989,0.34782115,0.53663701,-0.1067138,-0.42429603,0.110794187,0.0855386,-0.102595075,-0.35219927,0.05260426,0.52576432,0.145524329,0.01277756,0.56209799,0.65876313
Ness City,303,2010,B,B+,A,A,A-,A-,,,,A,,,A-,A,,,B-,B-,A,A,A+,B+,,,B+,B,A,A,B+,B+,A,A,B-,B-,B+,,A+,A,B,B,-0.069017597,-0.73470479,,,-0.51194525,-0.51111698,,,-0.4831138,-0.53141141,-0.077086613,0.42293167,-0.19717085,-0.23921844,,,,,,,-0.204568,-0.29101878,-0.28467336,-0.080776893,-0.128153253,0.49548635,0,0,0.51194525,0.51111698,0,0,0.2785458,0.24039263,-0.207586747,-0.503708563
Newton,373,2010,B+,B+,E,E+,E,E,,E,,A+,,,A,A,E,,A,A-,E,A+,E,E,A+,,E-,E-,E+,E+,A-,E-,E+,A+,B+,B+,E-,,E,E+,E-,E-,0.057322931,0.042029545,0.22292694,0.10565903,0.13322257,0.16534051,0.10298986,0.07837256,0.082955733,0.3176696,0.32652715,0.21350436,0.1928394,0.30114439,0.13706508,0.13639069,0.25401193,0.027273936,0.20242354,-0.025913702,-0.04474093,0.05109629,0.16825902,0.20092252,0.135516469,0.259114845,-0.08586186,0.03073166,0.12078936,-0.138066574,0.09943368,-0.104286262,-0.127696663,-0.26657331,-0.15826813,-0.01258184
Nickerson,309,2010,B+,B+,E,E,E,E,,,,,,,A+,A+,E+,E,E+,E+,E,E-,E+,E+,E,E,E+,E,E+,E+,E-,E-,E+,E,B+,B+,E,,B,A,E+,B+,0.40342399,0.27086657,0.11473256,0.023317749,0.49007764,0.58784693,0.020215761,0.17864129,0.13906819,-0.10144951,-0.073990427,-0.1528262,0.36997348,-0.008819286,0.092184126,0.13082105,0.22662705,0.13153449,0.31496766,0.034296229,0.043761995,0.008728051,0.18202414,-0.10714691,-0.03345051,-0.279685856,-0.022548434,0.107503301,-0.26345059,-0.45631244,0.294751899,-0.144345061,-0.095306195,0.110177561,0.256014567,0.04567929
North Jackson,335,2010,B+,B+,A+,A+,A-,A-,,,,A,,,A,A,,,B,B,B-,B-,E+,E+,,,A+,A,E,E,A-,A-,E-,A+,B+,B+,E-,,E-,E-,E,E,0.2321426,-0.035638057,0.010741107,0.27010703,-0.1624185,0.39203739,0.32338789,0.19643116,-0.11439069,-0.1404237,-0.21989655,-0.25626114,0.031201771,0.1394496,0.23395374,0.097229525,0.15629382,0.18068388,0.19831268,-0.027697362,-0.04293865,-0.017033864,-0.07864055,0.26758108,-0.200940829,0.175087657,0.223212633,-0.172877505,0.31871232,-0.21135351,-0.12507521,-0.224128522,0.07145204,0.123389836,0.141256,0.52384222
North Lyon County,251,2010,B+,B+,A+,A+,A,A,,,E-,E-,,,A,A,,,A,A,B,B,A,A,,,B+,B+,B-,B-,B,B,A+,A+,B+,B+,A+,,,,A+,A+,0.091774575,0.047687612,0.13224529,-0.14624698,-0.10040494,-0.048887946,0.12692913,0.12871082,0.094864406,0.37782085,0.14594023,0.079309367,0.14810221,0.049286395,0.34981841,-0.030038016,-0.072209194,-0.30975199,-0.35079432,-0.17532912,0.15574655,0.16471303,0.099057324,0.24204849,0.056327635,0.001598783,0.21757312,0.116208964,0.028195746,-0.260864044,-0.47772345,-0.30403994,0.060882144,-0.21310782,-0.046882906,0.162739123
North Ottawa County,239,2010,B+,B+,A+,A+,A+,A+,E,E+,,A+,,A,A,A-,,,B+,B+,A-,A-,E+,B+,,,A-,A-,E+,E+,A-,B,E+,A+,B+,B+,E-,,E-,E,E,E-,-0.096578851,0.00457738,0.17898965,-0.034167364,-0.087867349,-0.19777715,0.40380448,0.3717503,0.11296122,0.16879387,0.10500483,0.01203082,-0.077653363,0.2100295,0.057949975,-0.18122181,-0.13721961,-0.12500703,-0.062544473,0.34974986,0.068808958,0.032596163,0.10279457,-0.042257708,0.018925488,0.20545212,-0.121039675,-0.147054446,-0.049352261,0.07277012,-0.466348953,-0.02200044,-0.044152262,-0.136197707,-0.00221026,-0.054288528
Northeast,246,2010,B+,B+,E,E,E,E,,,,,,,A+,A,E-,,B+,B+,E-,E-,E,E,E,,A,A,A+,A+,B+,A+,E,E,B+,B+,E,,E-,E-,A+,A+,-0.16029021,-0.14719179,-0.44916332,-0.19221082,-0.28780144,-0.18746626,-0.019113543,-0.047412645,-0.14292648,-0.32070297,0.059244953,0.12309571,-0.18003963,-0.18588844,0.036326244,-0.083460391,-0.38635665,-0.55508828,-0.14589559,-0.38634545,0.30561492,0.28061131,0.19658822,0.14267422,-0.01974942,-0.03869665,0.485489564,0.108750429,-0.09855521,-0.36762202,-0.126782047,-0.338932805,0.4485414,0.60131428,0.137343267,0.01957851
Northern Valley,212,2010,B+,B+,E,E,A,A,,,,,,,A+,A+,,,A,A,E,E,E,E,,,E,E,E+,E+,A-,A-,E+,E+,B+,B+,A+,,A+,A+,E,E,,,,,,,,,0.23455358,0.17755079,,,,,0.19519202,0.059837535,,,,,0.20159228,0.22240542,,,0,0,0.19519202,0.059837535,0,0,0,0,-0.0329613,0.04485463,0,0
Norton Community Schools,211,2010,B+,B+,E+,E,E-,E-,,,E,A,,,A,A-,,,A+,A,E+,B+,E+,E-,,,A+,A+,E+,E+,B+,E-,A+,A+,B,B+,E-,,E,E,E+,E,-0.065927155,-0.092964128,0.10408758,0.11041925,0.75630599,0.34963727,0.56907046,0.33643636,-0.21339455,0.009072578,-0.36588797,-0.1545639,0.16642152,0.047539346,0.45421094,0.35991326,0.21828778,-0.14275776,0.46545291,0.29652777,-0.10143832,-0.18032607,-0.11744601,-0.048322182,0.232348675,0.140503474,0.35012336,0.24949401,-0.53801821,-0.49239503,-0.10361755,-0.03990859,0.11195623,-0.189398648,0.24844196,0.106241718
Oakley,274,2010,B+,B+,E-,E-,A,A-,,A,,,,,A+,A+,A+,A+,E-,E-,A+,E-,E,E,E+,,E,E,E,E,A-,A-,E+,E,B+,B+,E+,,E-,E-,E-,E-,,,0.50647897,0.5137465,0.11856931,0.29443526,0.14770572,0.050542451,-0.30023578,-0.026923049,0.44702441,0.35192594,0.42003229,0.37017879,,,0.20210122,0.23287717,0.10062058,-0.050113115,-0.069639035,-0.015685987,0.10128163,-0.45991868,0.42003229,0.37017879,-0.50647897,-0.5137465,0.08353191,-0.06155809,-0.04708514,-0.100655566,0.230596745,0.011237062,-0.34574278,-0.81184462
Oberlin,294,2010,B+,B+,A+,A+,E-,A+,,,,A+,,,B+,B,,,B+,B+,A,A,B-,B-,,,B-,B-,A,A,B+,A-,E-,A,B,B,B+,,A+,A+,A+,A+,0.16844483,-0.041930225,-0.76961941,-0.72625315,0.18398689,-0.48986396,0.27821898,0.35947579,-0.10192534,-0.30502564,-0.17729233,-0.12584431,0.018752789,-0.36513633,-0.2566075,-0.21489987,-0.39196742,-0.60809171,0.12983653,-0.03917592,0.61710685,0.21506216,-0.28402379,-0.21158831,-0.149692041,-0.323206105,0.51301191,0.51135328,-0.57595431,-0.11822775,-0.14838245,-0.39865171,0.71903219,0.5200878,-0.10673146,-0.085744
Olathe,233,2010,B,B,E-,E-,E,E,E,E,,A+,,,A-,A-,E+,,B+,B+,A+,A,E,E,B-,,A,A,E+,E+,B+,B+,E,E,B,B,E,,E,E-,E,E,0.23485811,0.32911009,0.34058976,0.35171205,0.32072154,0.41822073,0.3577835,0.50169146,0.39513633,0.46152347,0.32992402,0.41838872,0.22445694,0.29196879,0.24503924,0.22670378,0.31713644,0.35102355,0.28878915,0.31247452,0.30858383,0.45426881,0.33197331,0.45306334,-0.01040117,-0.0371413,-0.09555052,-0.12500827,-0.0035851,-0.06719718,-0.06899435,-0.18921694,-0.0865525,-0.00725466,0.00204929,0.03467462
Onaga-Havensville-Wheaton,322,2010,B+,B+,E,E,E-,E-,,,A+,A+,,,A,A,,,B,B,B-,B-,A-,A-,,,A,A,A-,A-,A,A,A-,A-,B,B,B+,,A+,A,B-,B-,-0.1905506,-0.40384525,,,0.047605079,-0.20824401,0.2582888,-0.6111666,-0.22121429,0.13382386,0.13257042,-0.007571535,,,-0.19128545,-0.061888222,,,-0.10110974,-0.1915096,0.058363065,-0.35266006,0.1563262,-0.12389231,0.1905506,0.40384525,-0.19128545,-0.061888222,-0.047605079,0.20824401,-0.35939854,0.419657,0.279577355,-0.48648392,0.02375578,-0.116320775
Osage City,420,2010,B+,B+,A+,A+,,,,A+,,,,,A,A,,,B,B+,E-,E,E-,E-,,,E-,E-,E,E,B,B,E+,E,B+,B+,E-,,E,E,E,E,0.44739735,0.39244568,-0.29346886,-0.12745441,-0.22746053,0.008893663,-0.19162297,0.099289253,0.10051188,0.17769694,0.28739429,0.49013597,0.35959977,-0.12669246,-0.042121336,0.002735297,-0.131889,-0.10053547,0.037711158,0.22248957,0.16434327,0.42441475,-0.057849869,0.15225357,-0.08779758,-0.51913814,0.251347524,0.130189707,0.09557153,-0.109429133,0.229334128,0.123200317,0.06383139,0.24671781,-0.345244159,-0.3378824
Osawatomie,367,2010,B+,B+,E,E,E-,E-,,A+,A+,A+,,,A-,A-,,,A-,A-,A-,A-,E+,B+,,,B+,B+,E-,E-,B,E-,B+,B+,B-,B+,A+,,E,E,A+,A+,-0.30240265,-0.035851445,-0.30359948,-0.1836078,-0.140365,0.032507572,0.007955658,-0.29881135,-0.27879912,-0.38615015,-0.012754552,-0.31208554,-0.035238445,-0.088352136,-0.19624448,-0.31952408,-0.17266577,-0.012618265,-0.088386178,0.1385906,-0.09455578,-0.29400781,0.1385379,-0.16211453,0.267164205,-0.052500691,0.107355,-0.13591628,-0.03230077,-0.045125837,-0.096341836,0.43740195,0.18424334,0.09214234,0.151292452,0.14997101
Osborne County,392,2010,B+,B+,A+,A+,A,A,,,E,E,,,A-,A-,,,A-,A-,A-,A-,A,A,,,A+,A+,B+,B+,A-,A,A,B+,B-,B+,B+,,,,E-,E-,,,0.002967544,-0.12578793,0.47765738,0.39945596,,,,,0.18426634,-0.42373723,-0.2735495,-0.28068402,,,-0.35330814,-0.1205289,0.26275325,0.40074721,,,,,-0.2735495,-0.28068402,-0.002967544,0.12578793,-0.83096552,-0.51998486,0.26275325,0.40074721,0,0,-0.18426634,0.42373723
Oskaloosa,341,2010,B,B,E-,E-,A-,A-,,,E-,E-,,,A,A-,,,A,A,A+,A+,A+,B+,,,A-,B,E,E,A-,A+,E-,E-,B+,B+,E,,E,E,E-,E-,0.059130795,0.4130477,-0.14156856,-0.13063562,-0.084056921,-0.48772776,-0.35703647,-0.017047998,-0.186261,-0.79504824,0.51065981,-0.31202042,0.037831068,0.19214326,-0.10567637,0.25244167,0.30244812,0.0592492,0.012839966,0.2659232,0.2565338,-0.21639036,0.20113154,-0.64546931,-0.021299727,-0.22090444,0.03589219,0.38307729,0.386505041,0.54697696,0.369876436,0.282971198,0.4427948,0.57865788,-0.30952827,-0.33344889
Oswego,504,2010,B+,B+,A+,A+,A+,A+,,,E-,E-,,,A,A,A+,A+,B,B+,A-,A-,B+,B+,,,A-,A-,E-,A,B,A-,A+,A+,B+,B+,E-,,E-,E-,E-,E-,0.039787866,0.17783226,-0.016973533,0.010704771,0.41852272,0.52747035,0.20473878,0.13071015,-0.4025057,-0.35329548,-0.17311628,0.053619899,-0.005152702,-0.16710389,0.36631477,0.23817778,0.085772641,-0.043828461,0.028760117,0.10705855,-0.034022819,-0.33053076,-0.25111103,-0.35025349,-0.044940568,-0.34493615,0.383288303,0.227473009,-0.332750079,-0.571298811,-0.175978663,-0.0236516,0.368482881,0.02276472,-0.07799475,-0.403873389
