District Name,District Number,Year,elem_nutr_gen_atm,mid_nutr_gen_atm,hs_nutr_gen_atm,elem_nutr_bkfst,mid_nutr_bkfst,hs_nutr_bkfst,elem_nutr_lunch,mid_nutr_lunch,hs_nutr_lunch,elem_nutr_a_la_carte,mid_nutr_a_la_carte,hs_nutr_a_la_carte,elem_nutr_vend,mid_nutr_vend,hs_nutr_vend,elem_nutr_sch_store,mid_nutr_sch_store,hs_nutr_sch_store,elem_nutr_sch_day,mid_nutr_sch_day,hs_nutr_sch_day,elem_nutr_aft_sch_prog,mid_nutr_aft_sch_prog,hs_nutr_aft_sch_prog,elem_ne_gen_guide_and_class,mid_ne_gen_guide_and_class,hs_ne_gen_guide_and_class,elem_ne_cafeteria,mid_ne_cafeteria,hs_ne_cafeteria,elem_ne_events_dur_sch_day,mid_ne_events_dur_sch_day,hs_ne_events_dur_sch_day,elem_ne_aft_sch_prog,mid_ne_aft_sch_prog,hs_ne_aft_sch_prog,elem_ne_fam_comm,mid_ne_fam_comm,hs_ne_fam_comm,elem_ne_staff_well,mid_ne_staff_well,hs_ne_staff_well,elem_pa_gen_guide_pe_class,mid_pa_gen_guide_pe_class,hs_pa_gen_guide_pe_class,elem_pa_thru_day,mid_pa_thru_day,hs_pa_thru_day,elem_pa_punish,mid_pa_punish,hs_pa_punish,elem_pa_recess,mid_pa_recess,hs_pa_recess,elem_pa_bef_aft_sch,mid_pa_bef_aft_sch,hs_pa_bef_aft_sch,elem_pa_fam_comm,mid_pa_fam_comm,hs_pa_fam_comm,Notes,leaid,leaname,fips,stateabb,year,grade,3_mean_edfa_ela,3_se_edfa_ela,3_mean_edfa_math,3_se_edfa_math,4_mean_edfa_ela,4_se_edfa_ela,4_mean_edfa_math,4_se_edfa_math,5_mean_edfa_ela,5_se_edfa_ela,5_mean_edfa_math,5_se_edfa_math,6_mean_edfa_ela,6_se_edfa_ela,6_mean_edfa_math,6_se_edfa_math,7_mean_edfa_ela,7_se_edfa_ela,7_mean_edfa_math,7_se_edfa_math,8_mean_edfa_ela,8_se_edfa_ela,8_mean_edfa_math,8_se_edfa_math
Leoti,467,2010,B,B,,E,E,,A,A,,,,,E-,A+,A+,,,,A,A-,A-,,,,B+,B+,B+,E-,A+,,B+,B-,B+,,,,E,E,A+,E,A,A,A,A,A,E,E,A+,B,B,B,A+,,,,A+,A+,E-,E-,E-,,2008610,LEOTI,20,KS,2010,3,0.2831223,0.18353634,-0.11082167,0.18240084,0.22315305,0.16384687,0.099511385,0.15399805,-0.46257573,0.15799166,-0.29931134,0.16267043,-0.074225053,0.16692273,-0.35700455,0.15411453,-0.11566031,0.16078371,-0.17686011,0.15334974,-0.40573573,0.14898819,-0.17818977,0.14561324
LeRoy-Gridley,245,2010,B+,B+,A-,E,E,E,E-,E-,E-,,,,,,A+,,,,E-,E-,A+,,,,A-,A,A-,E-,E-,E-,B+,B+,B-,,,,A,A,A,B+,B+,A+,A+,E-,E-,E+,E-,E-,B+,B+,B+,E,,,E-,E-,E-,B-,A+,A+,,2008670,LEROY-GRIDLEY,20,KS,2010,4,,,,,-0.2300033,0.21507618,,,,,,,,,,,0.27620974,0.20080206,-0.50994545,0.18422392,,,,
Liberal,480,2010,B,B,A-,A,A,A,A,A,A,,E,E,,,E-,,,,A-,A,A,,,,B+,B+,B+,E-,E-,E-,E-,E-,B-,,,,E,E,A+,A+,A+,E-,B+,B+,A+,E-,E-,B,B-,,,A+,,,,,,A-,A-,,,2008730,LIBERAL,20,KS,2010,3,-0.21476443,0.055607703,-0.087614052,0.063527472,-0.50427562,0.059149485,-0.51890272,0.060148645,-0.55144775,0.055515662,-0.57342279,0.052900672,-0.30302429,0.064505227,-0.50607353,0.070887923,-0.53550172,0.056956816,-0.59173369,0.050582193,-0.49118173,0.055523887,-0.58311188,0.050939579
Lincoln,298,2010,B+,B+,A-,E,A+,A+,,,,,E,E,,,,,,,A+,A+,A+,,,,E-,E-,E-,E,E+,E+,B+,B+,B+,,,,E,E,E,E+,E+,E+,A-,E+,E+,E+,E,E,B+,B+,B+,A+,,,A-,E,E,E-,E-,E-,,2008790,LINCOLN,20,KS,2010,3,0.42208758,0.1859944,0.72783357,0.20965424,0.22302434,0.20571804,0.63230556,0.20710322,-0.072027899,0.19852544,-0.058123574,0.20449024,0.011141481,0.16661507,0.07945358,0.1580824,-0.58068717,0.17543592,-0.63331652,0.17211697,-0.23412746,0.15875821,-0.20574114,0.15433985
Little River,444,2010,B+,B+,A-,A,A,A,E-,E,E,,,,,E-,E,,,,A+,A+,A,,,,A,A+,A,E,E,E,B+,B+,B+,,,,A+,A+,A+,A+,A+,A+,B,A-,A+,E-,E-,E-,B+,B+,B+,E-,,,E,E,E,E,E,E,,2008880,LITTLE RIVER,20,KS,2010,3,-0.035594188,0.16452017,0.37421948,0.17688404,,,,,0.084018536,0.20046659,-0.018544938,0.19956988,0.16052556,0.16895737,0.35034478,0.1620276,0.41158557,0.19513211,0.80805039,0.18927833,0.5920794,0.20771478,-0.11555771,0.18466145
Logan,326,2010,B+,B+,A-,E,E,E,,,,,,,,,,,,,A+,A+,A,,,,A+,A+,A+,E-,A-,A+,A,A,A,,,,E-,E-,A+,E,E,E,A+,A-,A-,E-,E-,E-,,,,E-,,,E,E,E,E-,E-,E-,,2008910,LOGAN,20,KS,2010,7,,,,,,,,,,,,,,,,,-0.34090871,0.2102491,-0.40287787,0.20248848,,,,
Lorraine,328,2010,B+,B+,A-,A+,A+,A+,,,,,,,,,,,,,A,A,A,,,,B+,B+,B+,A-,A-,A-,A+,A+,A+,,,,A,A,A-,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,B+,A+,,,E-,E-,E-,A+,A+,A+,,2007410,LORRAINE,20,KS,2010,3,0.053712375,0.16460852,0.30584559,0.17432046,-0.048215549,0.17186031,-0.53170085,0.16170692,0.3935051,0.18042442,-0.010067591,0.17538419,0.11214878,0.18346496,-0.26335984,0.16747382,-0.070582338,0.20268016,-0.07627517,0.1949548,0.22960237,0.18472059,-0.042550385,0.17930596
Louisburg,416,2010,B+,B+,A-,E+,E+,E+,E+,E+,E+,E,,E+,E+,E+,E,,,E-,A+,A,A,E+,E+,E+,A+,A+,A+,E+,E+,E,E+,A+,B+,A+,A+,A+,E+,A,A,E+,E+,E+,A+,A-,A-,E+,E,E,B+,B+,B+,E-,,,E+,E+,E+,E-,E-,E-,,2008970,LOUISBURG,20,KS,2010,3,0.30669287,0.071828276,0.32975414,0.094983391,0.16408569,0.080072552,0.11754134,0.080829889,0.39675552,0.086785577,0.35885704,0.081639901,0.44536281,0.094514981,0.24100144,0.077495463,0.4674767,0.10027354,0.19004364,0.077559568,0.51578081,0.091533728,0.41296697,0.076530479
Lyndon,421,2010,B+,B+,A-,A+,A+,A+,A+,A+,A+,,A,A,A-,A-,B+,,,,B+,B+,B+,,,,E+,E+,E+,B+,B+,A,B+,B+,B-,B+,,,B+,B+,B-,B+,B+,B+,A+,E-,E-,E-,E-,E-,B+,B+,B+,A+,,,E-,E-,A+,A+,A+,A+,,2009000,LYNDON,20,KS,2010,3,-0.12335787,0.14744145,0.005331832,0.15098552,-0.099611595,0.16833903,-0.25497645,0.1602779,0.17744982,0.16824611,0.19482018,0.16885228,-0.25170386,0.16400041,0.06200416,0.15709847,-0.012588192,0.16366698,0.46413356,0.16243315,0.1006124,0.13369511,0.20119086,0.12880416
Lyons,405,2010,,,,E-,E,E,,,,,,,,,,,,,A-,A-,B+,A+,A+,,B,B+,B+,B+,B+,A-,B-,B+,B+,,,,B-,B-,B-,B+,B+,B+,B,A-,E-,E-,E-,E-,B+,B+,B+,B+,,,E,E,E,A+,A+,A+,,2009030,LYONS,20,KS,2010,3,0.078291826,0.11268567,0.50803334,0.11374869,0.11231477,0.1253476,0.1226168,0.12674296,0.27569288,0.16143821,0.31564927,0.1899281,-0.31695205,0.11745506,-0.4730956,0.098689921,0.075413063,0.13847557,-0.001374841,0.12994121,0.069853336,0.13388218,-0.005899892,0.12635443
Macksville,351,2010,B+,B+,A-,E,E,E,E-,E-,E-,,,,,E,E+,,E+,E,A,A+,A+,,,,A,A,A,E,E,E,E+,E+,E+,,,,E,E,E,E,E,E,A-,B,B,E,E,E,B,B,B,E-,,,,,,E-,E-,E-,,2009060,MACKSVILLE,20,KS,2010,3,-0.11398485,0.20026153,0.28553602,0.20871699,-0.35458532,0.19325772,-0.19484425,0.18427682,0.36952269,0.22024931,0.45408618,0.21640615,-0.53510135,0.18712308,-0.40523964,0.17561096,-0.3601383,0.18801327,-0.51896924,0.18322788,-0.33542782,0.18598402,-0.39583793,0.17964308
Madison-Virgil,386,2010,B+,B+,A-,E+,E+,E+,E-,E-,E-,,E,E,B-,A-,A+,,,,A+,E-,E-,,,,A+,A+,A+,E-,A+,A+,A+,A,A,,,,E-,E-,A+,E,E,E,A-,E+,E+,E+,E-,E-,B,B+,B+,A+,,,E-,E,E,E-,E-,E-,,2009090,MADISON-VIRGIL,20,KS,2010,5,,,,,,,,,-0.31760517,0.20665646,0.17669021,0.21589743,,,,,,,,,-0.34645376,0.18829408,0.38534704,0.1870435
Maize,266,2010,B+,B+,A-,E,E,E,A+,A+,A+,,E,E,,A,A,,,,A-,A-,A-,,,,A-,A,A,A,A,A,E+,E+,E,,,,A,A,A,E+,E+,E+,A-,B+,B+,E-,E-,E-,B+,B+,B+,E-,,,,,,B+,A+,B+,,2009140,MAIZE,20,KS,2010,3,0.33670452,0.044900984,0.37209088,0.04806954,0.25940537,0.045527838,0.26603138,0.046417322,0.15061536,0.051837519,0.19139719,0.045758408,0.23693873,0.045545969,0.39652523,0.043680858,0.37964755,0.050372332,0.11195942,0.04558707,0.31194806,0.040032402,0.23427005,0.041304491
Manhattan,383,2010,B+,B+,B+,E-,E,E,E-,E,E,E,E,E,,A+,A+,B+,A-,A-,A-,A-,A-,E+,,,A-,A-,A-,E,E,E,E,E,E,A-,,,E,E,E,E+,E+,E+,B,B+,B,E,E-,E-,B+,B+,B+,E-,,,E-,E,E,E-,E-,E-,,2009180,MANHATTAN-OGDEN,20,KS,2010,3,0.000196219,0.044695318,-0.064307943,0.045485128,0.15190288,0.053861436,-0.015317767,0.051721834,0.10609324,0.05441669,-0.10963664,0.052989151,0.28353381,0.057383273,0.27199134,0.052823849,0.28535664,0.06050586,0.38154596,0.056430042,0.040927321,0.046883617,0.22543541,0.049283683
Marais Des Cygnes Valley,456,2010,B+,B+,A-,A+,E-,E-,A+,E-,E-,,,,A-,E-,E-,,,,E-,A+,A+,,,,A,A,A,A+,A+,A+,E-,E-,E-,,,,B+,B+,B+,E,E,E,A+,E-,E-,E+,E-,E-,B+,B+,B+,E,,,E-,E,E,E-,E-,E-,,2009480,MARAIS DES CYGNES VALLEY,20,KS,2010,3,-0.17434381,0.19188063,-0.26813635,0.19866154,,,,,,,,,,,,,-0.38111985,0.19269937,-0.002401727,0.18956788,-0.20077255,0.18249099,-0.032575931,0.18251798
Marion,408,2010,B+,B+,A-,E,E,E,E-,E-,E-,,,E+,,A+,A+,,,,A,A-,A-,,,,A-,A-,A-,A,A-,A-,E-,B+,B-,,,,A-,B+,B+,E+,E-,E-,A+,A-,A-,E-,E-,A+,B+,B+,B+,E-,,,E+,,,E-,A+,A+,,2009240,MARION-FLORENCE,20,KS,2010,3,0.28904924,0.15625083,0.060631007,0.15468727,0.19539608,0.1473823,0.17639901,0.14203951,0.27598277,0.13718438,0.26082948,0.13726363,0.16328152,0.13719539,0.14217824,0.12783659,-0.13571194,0.1712255,0.28100777,0.17089452,0.19224969,0.14217407,0.43908104,0.13990112
Marmaton Valley,256,2010,B+,B+,A-,E,E,E,E-,E-,E-,,E-,E-,,E-,E-,,,,A,A,A,,,,B+,B+,B+,A-,A+,A+,A,A+,A+,,,,A+,A+,A+,B+,B+,B+,B,A-,A-,A+,B+,B+,B+,B+,B+,E-,,,E-,A+,B-,A+,A+,A+,,2009660,MARMATON VALLEY,20,KS,2010,3,-0.16117176,0.20563227,-0.3565636,0.20627066,-0.42392218,0.18002678,-0.53499097,0.17474821,-0.45436433,0.19207886,-0.1257108,0.19422501,-0.027472138,0.1896019,0.006971255,0.17824842,-0.2607803,0.21209379,0.1576428,0.2081719,-0.018381227,0.16025621,-0.048242263,0.15327595
Marysville,364,2010,B+,B,B+,A+,A+,A+,A,A,A,,E,E,,B+,A-,,,,A-,A-,A-,,,,A,A,A+,E,E,E,B+,B+,B+,,,,A+,A+,A+,E-,E-,E-,A-,E-,E-,E+,E,E,B+,B+,B+,A+,,,B+,B+,B+,A+,A+,A+,,2000016,MARYSVILLE,20,KS,2010,3,-0.45562455,0.12175364,-0.39926308,0.12393005,0.053375058,0.15374319,0.050503213,0.14650789,-0.63250571,0.14823692,-0.31586444,0.14093505,-0.061255313,0.13758892,0.29142568,0.13414939,0.10031881,0.14645857,0.002803413,0.12706944,-0.22215411,0.15977874,-0.36262181,0.11286643
McLouth,342,2010,B+,B+,A-,E-,E-,E-,A+,A+,A+,,,,A+,A+,E-,,,,A-,A-,A-,A+,,,A,B,B,B+,B+,B+,B+,B+,B+,B+,B-,B-,B-,B-,B-,,,,B+,A,A+,B+,B+,B+,B+,B+,B+,B+,,,,,,B+,B+,B+,,2009360,MCLOUTH,20,KS,2010,3,-0.26360029,0.15352888,-0.38115802,0.15417136,0.042328969,0.16423637,0.26501223,0.157846,-0.1848774,0.14362857,-0.42228946,0.14458126,-0.1207485,0.15627383,-0.47189042,0.14512345,0.043824397,0.14296561,0.019996386,0.13678402,-0.26007062,0.15084545,-0.006748773,0.14703856
McPherson,418,2010,B+,B+,B,E,E,E,A,A,A+,,E-,E-,,E,E,,,,A-,A-,A-,,,,E-,B+,B,E-,A,A,A+,A,B+,,,,E-,A+,A,E,E,E,A+,B,B,E,E,E,B,B,B,E-,,,E-,E,E-,E-,E-,E-,,2009390,MCPHERSON,20,KS,2010,3,0.057756551,0.077106312,0.015599143,0.098349862,-0.029872835,0.080049478,-0.20109989,0.093760066,-0.030468453,0.083343498,0.045454428,0.10144109,-0.072652288,0.086439505,-0.25538713,0.077330321,0.091533802,0.076126054,-0.082529701,0.076267861,0.065094925,0.070745021,0.13356397,0.065010346
Meade,226,2010,B+,B+,A-,A+,A+,A+,A-,A-,A-,,,,B+,B+,B+,,,A-,A+,A+,A+,E+,,,A-,A-,A-,E-,E-,E-,E,E,E,,,,E-,E-,A+,E,E,E,B+,B+,B+,E,E,E,B+,B+,B+,A+,,,E,E+,E+,E-,E-,E-,,2009420,MEADE,20,KS,2010,3,0.88986015,0.16334917,0.65595526,0.1651091,1.0993726,0.2006956,0.60973346,0.17169532,0.38509327,0.17877556,-0.003526166,0.17134142,0.30524954,0.14239553,-0.093292549,0.13061586,0.053813148,0.15301697,-0.26549697,0.14179529,0.26899776,0.15963568,0.43570495,0.15417065
Minneola,219,2010,B+,B+,A-,E-,E-,E-,A,A,A,E+,E+,E+,B+,B+,B+,,,,A-,A-,A-,A+,A+,A,B+,B+,B+,A-,A-,A-,B+,B+,B+,E,E,B-,A-,B,B,E+,E+,E,A+,E+,A,E+,E,E,B+,B+,B+,E+,,,E,E-,E-,E-,A+,A+,,2009600,MINNEOLA,20,KS,2010,3,0.5449146,0.21399044,0.077279031,0.20992076,,,,,0.29369807,0.21515425,-0.021069288,0.20852987,0.4376114,0.19278251,0.582766,0.18342483,0.27269235,0.2054978,0.5355978,0.20420294,,,,
Mission Valley,330,2010,B+,B+,A-,A+,A+,A+,,,,A+,A+,A+,,,,,,,A,A,A,E+,,,A,A,A-,A,A,A,E+,E+,E+,B+,B+,,E-,E-,A+,E+,E+,E+,A-,A-,A,E-,E-,E-,B,B,B,E-,,,E,E,E-,E,E,E,,2006060,MISSION VALLEY,20,KS,2010,3,-0.29781145,0.15301062,-0.62247097,0.1515341,-0.20148762,0.15010387,-0.23600186,0.14347798,0.075410828,0.16443406,-0.23099098,0.1608261,-0.11025701,0.14568038,-0.40859747,0.13563779,-0.024852701,0.13509293,0.18784547,0.13128954,0.049748942,0.15087155,0.21329069,0.14648235
Morris County,417,2010,B+,B+,A-,E,E-,E-,A-,A-,A,,,E-,E+,E+,E,A+,A+,A+,A,A,A,E+,E+,,B+,B+,B+,A+,A+,A,E+,B-,B-,B+,,,B+,B+,B+,A,A,A,B+,B,B,E+,E-,E-,B,B+,B+,A+,,,E+,E+,E+,E-,E-,E-,,2005280,MORRIS COUNTY,20,KS,2010,3,0.041049425,0.10906497,0.12064038,0.14964443,0.043068081,0.12706627,-0.070119374,0.12370774,0.069380544,0.11600139,0.20001934,0.12776206,0.33350649,0.13058805,0.24582036,0.15173462,0.2377685,0.17648938,0.025223318,0.13562897,0.1985217,0.14187586,0.36307129,0.13778777
Moscow Public Schools,209,2010,B+,B+,A-,E,E,E-,E+,E+,E,,,,B+,,,,,,A-,B+,A-,,,,A-,A-,A-,E+,E+,E,E+,E+,E,,,,E,E,E,E,E,E,A-,A+,A+,E,E,E,B,B,B,E-,,,,,,E,E,E,,2009720,MOSCOW PUBLIC SCHOOLS,20,KS,2010,7,,,,,,,,,,,,,,,,,-0.38667804,0.19838107,-0.14258076,0.19251399,,,,
Moundridge,423,2010,B+,B+,A-,A+,A+,A+,B+,B+,A-,,,,,,A,,,,B,B+,B+,,,,A-,A,A,A,B+,B+,B+,B+,B+,,,,A,A,A,E,E,E,A-,A-,A+,B+,B+,B+,A,A,A,E-,,,E,E,E,A+,A+,A+,,2009780,MOUNDRIDGE,20,KS,2010,3,0.28647387,0.20443481,-0.042972393,0.19183627,0.75986993,0.21937034,0.78843319,0.21614556,0.39360401,0.16388555,0.51742345,0.17178537,-0.07298182,0.17899531,0.40172997,0.1694456,0.1532906,0.1484116,0.24390386,0.14426595,-0.040486444,0.16363943,0.25406295,0.162347
Mulvane,263,2010,B+,B+,A-,A+,A+,E-,A-,A+,A+,,E-,E-,,A+,A+,,,,A-,A-,A-,,,,B+,B+,B+,E,A-,A-,B+,B+,B+,,,,B+,B+,B+,E,E,E,B,B+,B+,E-,A+,A+,B+,B+,B+,E-,,,,E,E+,A+,A+,A+,,2009840,MULVANE,20,KS,2010,3,-0.16376612,0.078487515,0.068067357,0.088092357,0.13492002,0.072518073,0.41417953,0.10541628,-0.098181613,0.079239212,-0.079647847,0.071580365,0.15295944,0.072597757,0.027585091,0.074796803,0.059202522,0.074787386,0.073304959,0.072901681,0.061784048,0.06777887,0.27185446,0.071558408
Nemaha Valley Schools,442,2010,B+,B+,A-,E,E,,A+,A+,E-,,,,,,E-,,,,A,A,A-,,,,E,A,A,E,E,E,E,E,B+,,,,E+,E+,B+,E,E,A+,B,B+,B,E+,E,A,B,B+,B+,E-,,,A+,A+,A+,E,E,B+,,2011580,NEMAHA VALLEY SCHOOLS,20,KS,2010,3,-0.056645013,0.16963014,0.51790375,0.19128174,0.84380603,0.20857692,1.2894537,0.25276163,0.35577822,0.17528072,0.46497935,0.18134376,-0.11189601,0.15118724,0.37294599,0.14616272,0.2304678,0.16517928,0.87604952,0.16974854,0.76472288,0.18393092,0.74705809,0.17530923
Neodesha,461,2010,B+,B+,B,E-,E-,E-,A,A,A,,,,,B+,B+,,,,A,B+,B+,,,,B,B,B,B+,B+,B+,B+,B+,B+,,,,B,B-,B-,A,A,A,B,B+,B,A,B+,B+,B,B,B,A+,,,E,E-,E-,B,B,B,,2009900,NEODESHA,20,KS,2010,3,0.27027327,0.14478993,0.63122714,0.23320475,-0.067871012,0.13483648,-0.43875128,0.12730251,-0.003835025,0.13349296,0.2443223,0.18525669,0.17590895,0.15711468,-0.19419307,0.16707592,-0.14024237,0.13249603,0.42868233,0.15231889,-0.21427684,0.13236247,-0.12212612,0.12829086
Ness City,303,2010,B,B+,B,A,A,A,A-,A-,A-,,,,,A,A,,,,A-,A,A,,,,B-,B-,B,A,A,A,A+,B+,B+,,,,B+,B,B,A,A,A,B+,B+,A-,A,A,A,B-,B-,B-,B+,,,A+,A,A,B,B,B,,2009930,NESS CITY,20,KS,2010,3,-0.069017597,0.19506006,-0.73470479,0.19184329,,,,,-0.51194525,0.204142,-0.51111698,0.2069463,,,,,-0.4831138,0.19209096,-0.53141141,0.18817256,-0.077086613,0.20128426,0.42293167,0.20330007
Newton,373,2010,B+,B+,A-,E,E+,E+,E,E,E,,E,E,,A+,A+,,,E,A,A,A-,E,,,A,A-,A,E,A+,A+,E,E,E,A+,,,E-,E-,,E+,E+,E+,A-,E-,E,E+,A+,A+,B+,B+,B+,E-,,,E,E+,E+,E-,E-,E-,,2009960,NEWTON,20,KS,2010,3,0.057322931,0.070088334,0.042029545,0.070536889,0.22292694,0.068695612,0.10565903,0.070063204,0.13322257,0.062717877,0.16534051,0.060935415,0.10298986,0.063397981,0.07837256,0.056595504,0.082955733,0.071597092,0.3176696,0.077244893,0.32652715,0.069860667,0.21350436,0.077405177
Nickerson,309,2010,B+,B+,B,E,E,E-,E,E,E,,,,,,E,,,E,A+,A+,A+,E+,E,E+,E+,E+,A,E,E-,E-,E+,E+,E-,E,E,,E+,E,E,E+,E+,E+,E-,E-,B,E+,E,E,B+,B+,B+,E,,,B,A,A,E+,B+,B+,,2009990,NICKERSON,20,KS,2010,3,0.40342399,0.088416368,0.27086657,0.090248547,0.11473256,0.079776168,0.023317749,0.064819068,0.49007764,0.1245547,0.58784693,0.13844164,0.020215761,0.082304433,0.17864129,0.065414101,0.13906819,0.13006309,-0.10144951,0.09556599,-0.073990427,0.084332094,-0.1528262,0.07065887
North Jackson,335,2010,B+,B+,A-,A+,A+,A+,A-,A-,A-,,,,,A,A,,,,A,A,A-,,,,B,B,B,B-,B-,B-,E+,E+,E,,,,A+,A,A,E,E,E,A-,A-,A-,E-,A+,A+,B+,B+,B,E-,,,E-,E-,E-,E,E,E,,2004830,NORTH JACKSON,20,KS,2010,3,0.2321426,0.19063069,-0.035638057,0.19146495,0.010741107,0.17492832,0.27010703,0.17284732,-0.1624185,0.18082333,0.39203739,0.19109631,0.32338789,0.17286089,0.19643116,0.1582292,-0.11439069,0.17450817,-0.1404237,0.16947109,-0.21989655,0.16052306,-0.25626114,0.15692635
North Lyon County,251,2010,B+,B+,A-,A+,A+,A+,A,A,A,,,,E-,E-,A+,,,,A,A,A-,,,,A,A,A,B,B,A-,A,A,A,,,,B+,B+,B+,B-,B-,B-,B,B,B,A+,A+,A+,B+,B+,B+,A+,,,,,,A+,A+,A+,,2003210,NORTH LYON COUNTY,20,KS,2010,3,0.091774575,0.15773214,0.047687612,0.16201863,0.13224529,0.17820513,-0.14624698,0.168385,-0.10040494,0.15492606,-0.048887946,0.15394214,0.12692913,0.13851923,0.12871082,0.12983115,0.094864406,0.14846034,0.37782085,0.14539562,0.14594023,0.14754435,0.079309367,0.14325441
North Ottawa County,239,2010,B+,B+,A-,A+,A+,A+,A+,A+,A+,E,E+,E+,,A+,E-,,A,A,A,A-,A-,,,,B+,B+,B+,A-,A-,A-,E+,B+,E+,,,,A-,A-,A-,E+,E+,E+,A-,B,B,E+,A+,A+,B+,B+,B+,E-,,,E-,E,E,E,E-,E-,,2009570,NORTH OTTAWA COUNTY,20,KS,2010,3,-0.096578851,0.14503019,0.00457738,0.14831603,0.17898965,0.13153283,-0.034167364,0.12802175,-0.087867349,0.1429497,-0.19777715,0.16480964,0.40380448,0.14753243,0.3717503,0.13819359,0.11296122,0.14179568,0.16879387,0.13777435,0.10500483,0.11711565,0.01203082,0.085739233
Northeast,246,2010,B+,B+,A-,E,E,E,E,E,E,,,,,,E,,,,A+,A,A,E-,,,B+,B+,B+,E-,E-,E-,E,E,E,E,,,A,A,A,A+,A+,A+,B+,A+,E,E,E,E+,B+,B+,,E,,,E-,E-,,A+,A+,A+,,2003480,NORTHEAST,20,KS,2010,3,-0.16029021,0.148158,-0.14719179,0.15126771,-0.44916332,0.15893061,-0.19221082,0.15229999,-0.28780144,0.10168315,-0.18746626,0.11072179,-0.019113543,0.13969846,-0.047412645,0.12871632,-0.14292648,0.14684686,-0.32070297,0.14008133,0.059244953,0.13507695,0.12309571,0.13119671
Northern Valley,212,2010,B+,B+,A-,E,E,E,A,A,A,,,,,,A,,,,A+,A+,A+,,,,A,A,A-,E,E,E,E,E,E,,,,E,E,E,E+,E+,E+,A-,A-,A-,E+,E+,E,B+,B+,B+,A+,,,A+,A+,A+,E,E,E,,2003270,NORTHERN VALLEY,20,KS,2010,7,,,,,,,,,,,,,,,,,0.23455358,0.21227331,0.17755079,0.20087537,,,,
Norton Community Schools,211,2010,B+,B+,A-,E+,E,E,E-,E-,E-,,,,E,A,A,,,,A,A-,A-,,,,A+,A,A,E+,B+,B+,E+,E-,E-,,,,A+,A+,A-,E+,E+,E+,B+,E-,E+,A+,A+,A+,B,B+,B+,E-,,,E,E,E,E+,E,E,,2010020,NORTON COMMUNITY SCHOOLS,20,KS,2010,3,-0.065927155,0.12219301,-0.092964128,0.12452862,0.10408758,0.15952593,0.11041925,0.15094027,0.75630599,0.17049028,0.34963727,0.15458959,0.56907046,0.13919249,0.33643636,0.089799717,-0.21339455,0.1485748,0.009072578,0.144875,-0.36588797,0.12687489,-0.1545639,0.10961767
Oakley,274,2010,B+,B+,A-,E-,E-,E-,A,A-,A-,,A,A,,,A+,,,,A+,A+,A+,A+,A+,,E-,E-,E-,A+,E-,E,E,E,E,E+,,,E,E,E,E,E,E,A-,A-,A-,E+,E,E+,B+,B+,B+,E+,,,E-,E-,E-,E-,E-,A+,,2010050,OAKLEY,20,KS,2010,4,,,,,0.50647897,0.1986877,0.5137465,0.19879676,0.11856931,0.15894532,0.29443526,0.1594751,0.14770572,0.16426353,0.050542451,0.15709847,-0.30023578,0.16677761,-0.026923049,0.16350931,0.44702441,0.16189134,0.35192594,0.15218551
Oberlin,294,2010,B+,B+,A-,A+,A+,A+,E-,A+,A+,,,,,A+,E-,,,,B+,B,B,,,,B+,B+,B+,A,A,A,B-,B-,B-,,,,B-,B-,B-,A,A,A,B+,A-,E+,E-,A,A,B,B,B,B+,,,A+,A+,A+,A+,A+,A+,,2010080,OBERLIN,20,KS,2010,3,0.16844483,0.16644903,-0.041930225,0.16659535,-0.76961941,0.21045946,-0.72625315,0.19777814,0.18398689,0.17387187,-0.48986396,0.16650155,0.27821898,0.20273051,0.35947579,0.1929843,-0.10192534,0.15959346,-0.30502564,0.15305668,-0.17729233,0.16252199,-0.12584431,0.15727744
Olathe,233,2010,B,B,B+,E-,E-,E-,E,E,E,E,E,E,,A+,A+,,,,A-,A-,A-,E+,,,B+,B+,B+,A+,A,A,E,E,,B-,,,A,A,A,E+,E+,E+,B+,B+,B+,E,E,A+,B,B,B,E,,,E,E-,A+,E,E,E,,2010140,OLATHE,20,KS,2010,3,0.23485811,0.023418851,0.32911009,0.024845192,0.34058976,0.02395675,0.35171205,0.024688907,0.32072154,0.026154071,0.41822073,0.026171478,0.3577835,0.023243563,0.50169146,0.02474872,0.39513633,0.026384654,0.46152347,0.023784891,0.32992402,0.024711469,0.41838872,0.024603855
Onaga-Havensville-Wheaton,322,2010,B+,B+,A-,E,E,E,E-,E-,E-,,,,A+,A+,A+,,,,A,A,A,,,,B,B,B,B-,B-,B-,A-,A-,,,,,A,A,A-,A-,A-,A-,A,A,B-,A-,A-,A-,B,B,B,B+,,,A+,A,B-,B-,B-,B-,,2010170,ONAGA-HAVENSVILLE-WHEATON,20,KS,2010,3,-0.1905506,0.19572347,-0.40384525,0.19486032,,,,,0.047605079,0.17239441,-0.20824401,0.17121382,0.2582888,0.17439179,-0.6111666,0.1560425,-0.22121429,0.18993208,0.13382386,0.18854061,0.13257042,0.16988021,-0.007571535,0.16188735
